Symbol,Action,Expiry,Days To Expiry,Strike Price,Mid Price,Bid Price,Ask Price,Implied Volatility Rank,Earnings Date,Earnings Flag,Stock Price,Raw Return,Annualized Return,Distance To Strike
RIOT,Sell to Open,10/13/2023,43,$17.00,$0.32,$0.30,$0.34,2%,11/07/2023,N,$11.35,2.82%,24.5%,49.78%
TRIP,Sell to Open,10/13/2023,43,$16.00,$0.42,$0.35,$0.50,0%,11/07/2023,N,$15.11,2.81%,24.44%,5.89%
CLOU,Sell to Open,10/20/2023,50,$21.00,$0.57,$0.50,$0.65,4%,,N,$20.51,2.8%,20.88%,2.39%
FSLY,Sell to Open,10/13/2023,43,$28.00,$0.66,$0.61,$0.72,6%,11/01/2023,N,$23.79,2.8%,24.29%,17.7%
IOT,Sell to Open,10/20/2023,50,$35.00,$0.75,$0.70,$0.80,58%,08/31/2023,Y,$27.36,2.74%,20.42%,27.92%
UCO,Sell to Open,10/13/2023,43,$35.50,$0.87,$0.80,$0.95,0%,,N,$31.96,2.74%,23.79%,11.08%
VOD,Sell to Open,10/13/2023,43,$9.50,$0.25,$0.22,$0.29,9%,11/14/2023,N,$9.32,2.74%,23.78%,1.93%
CPB,Sell to Open,10/13/2023,43,$47.00,$1.12,$0.05,$2.20,100%,08/31/2023,Y,$41.70,2.7%,23.45%,12.71%
MDB,Sell to Open,10/13/2023,43,$450.00,$10.25,$9.00,$11.50,43%,08/31/2023,Y,$381.30,2.69%,23.36%,18.02%
EBAY,Sell to Open,10/13/2023,43,$48.00,$1.18,$0.34,$2.02,0%,10/25/2023,N,$44.78,2.64%,22.9%,7.19%
DOCU,Sell to Open,10/13/2023,43,$58.00,$1.31,$1.28,$1.35,44%,09/07/2023,Y,$50.30,2.61%,22.72%,15.31%
XHB,Sell to Open,10/13/2023,43,$89.00,$2.15,$0.05,$4.25,28%,,N,$83.07,2.59%,22.49%,7.14%
LAC,Sell to Open,10/13/2023,43,$20.00,$0.47,$0.40,$0.55,0%,10/26/2023,N,$18.32,2.59%,22.53%,9.17%
RIVN,Sell to Open,10/13/2023,43,$27.50,$0.58,$0.55,$0.62,0%,11/09/2023,N,$22.73,2.57%,22.37%,20.99%
AVGO,Sell to Open,10/13/2023,43,$965.00,$23.55,$22.10,$25.00,33%,08/31/2023,Y,$922.89,2.55%,22.18%,4.56%
ENVX,Sell to Open,10/13/2023,43,$18.00,$0.35,$0.30,$0.40,2%,10/25/2023,N,$13.78,2.54%,22.07%,30.62%
PATH,Sell to Open,10/13/2023,43,$19.50,$0.40,$0.35,$0.45,28%,09/06/2023,Y,$15.81,2.53%,21.99%,23.34%
JNPR,Sell to Open,10/13/2023,43,$32.00,$0.72,$0.00,$1.45,2%,10/31/2023,N,$29.12,2.49%,21.64%,9.89%
PARA,Sell to Open,10/13/2023,43,$16.50,$0.37,$0.35,$0.40,37%,11/01/2023,N,$15.09,2.49%,21.6%,9.34%
LYFT,Sell to Open,10/13/2023,43,$14.00,$0.28,$0.26,$0.31,4%,11/06/2023,N,$11.78,2.42%,21.03%,18.85%
NUGT,Sell to Open,10/13/2023,43,$37.50,$0.77,$0.70,$0.85,0%,,N,$32.11,2.41%,20.98%,16.79%
SMTC,Sell to Open,10/20/2023,50,$33.00,$0.62,$0.30,$0.95,70%,09/07/2023,Y,$26.15,2.39%,17.8%,26.2%
GOOS,Sell to Open,10/13/2023,43,$17.00,$0.37,$0.30,$0.45,1%,11/01/2023,N,$15.73,2.38%,20.72%,8.07%
MAT,Sell to Open,10/13/2023,43,$23.00,$0.52,$0.45,$0.60,0%,10/24/2023,N,$22.16,2.37%,20.59%,3.79%
USD,Sell to Open,10/20/2023,50,$55.00,$1.10,$1.00,$1.20,12%,,N,$46.41,2.37%,17.66%,18.51%
BKNG,Sell to Open,10/13/2023,43,"$3,185.00",$72.90,$67.90,$77.90,2%,11/01/2023,N,"$3,105.03",2.35%,20.4%,2.58%
EXPI,Sell to Open,10/20/2023,50,$22.50,$0.45,$0.40,$0.50,14%,11/01/2023,N,$19.22,2.34%,17.44%,17.07%
PDD,Sell to Open,10/13/2023,43,$110.00,$2.31,$2.09,$2.55,0%,11/27/2023,N,$98.97,2.34%,20.37%,11.14%
TZA,Sell to Open,10/13/2023,43,$31.00,$0.60,$0.55,$0.66,0%,,N,$25.98,2.33%,20.24%,19.32%
TSLS,Sell to Open,10/20/2023,50,$23.00,$0.45,$0.35,$0.55,68%,,N,$19.38,2.32%,17.3%,18.68%
FL,Sell to Open,10/13/2023,43,$22.00,$0.45,$0.40,$0.50,33%,11/17/2023,N,$19.62,2.29%,19.93%,12.13%
ROKU,Sell to Open,10/13/2023,43,$93.00,$1.85,$1.80,$1.90,2%,11/01/2023,N,$81.20,2.28%,19.8%,14.53%
S,Sell to Open,10/13/2023,43,$21.00,$0.37,$0.25,$0.50,63%,08/31/2023,Y,$16.63,2.25%,19.6%,26.28%
YCL,Sell to Open,10/20/2023,50,$27.00,$0.60,$0.50,$0.70,8%,,N,$26.66,2.25%,16.76%,1.28%
CDLX,Sell to Open,10/20/2023,50,$25.00,$0.37,$0.30,$0.45,3%,10/31/2023,N,$16.66,2.25%,16.77%,50.06%
CWEB,Sell to Open,10/20/2023,50,$56.00,$0.87,$0.80,$0.95,10%,,N,$39.13,2.24%,16.66%,43.11%
TQQQ,Sell to Open,10/13/2023,43,$47.00,$0.95,$0.60,$1.30,6%,,N,$42.44,2.24%,19.45%,10.74%
DDOG,Sell to Open,10/13/2023,43,$106.00,$2.16,$2.07,$2.26,0%,11/09/2023,N,$96.48,2.24%,19.5%,9.87%
AXSM,Sell to Open,10/13/2023,43,$91.00,$1.77,$1.30,$2.25,0%,11/09/2023,N,$80.80,2.2%,19.09%,12.62%
LOVE,Sell to Open,10/20/2023,50,$30.00,$0.50,$0.45,$0.55,58%,09/07/2023,Y,$22.92,2.18%,16.25%,30.89%
DFEN,Sell to Open,10/20/2023,50,$22.00,$0.42,$0.35,$0.50,4%,,N,$19.94,2.13%,15.88%,10.33%
BILL,Sell to Open,10/13/2023,43,$128.00,$2.45,$2.10,$2.80,0%,11/02/2023,N,$115.30,2.12%,18.47%,11.01%
MSTR,Sell to Open,10/13/2023,43,$445.00,$7.57,$6.75,$8.40,1%,10/31/2023,N,$357.53,2.12%,18.41%,24.47%
ARRY,Sell to Open,10/20/2023,50,$30.00,$0.52,$0.50,$0.55,0%,11/07/2023,N,$24.87,2.11%,15.72%,20.63%
LTHM,Sell to Open,10/20/2023,50,$24.00,$0.45,$0.40,$0.50,0%,10/31/2023,N,$21.47,2.1%,15.61%,11.78%
LCII,Sell to Open,10/20/2023,50,$195.00,$2.62,$0.45,$4.80,14%,11/07/2023,N,$125.28,2.1%,15.61%,55.65%
SMCI,Sell to Open,10/13/2023,43,$345.00,$5.75,$5.50,$6.00,24%,10/31/2023,N,$275.08,2.09%,18.17%,25.42%
MELI,Sell to Open,10/13/2023,43,"$1,480.00",$28.75,$27.00,$30.50,0%,11/02/2023,N,"$1,372.36",2.09%,18.21%,7.84%
SPXL,Sell to Open,10/13/2023,43,$98.00,$1.92,$1.70,$2.15,5%,,N,$91.91,2.09%,18.2%,6.63%
BILI,Sell to Open,10/13/2023,43,$18.50,$0.31,$0.29,$0.34,2%,11/22/2023,N,$15.13,2.08%,18.09%,22.27%
PLTR,Sell to Open,10/13/2023,43,$18.00,$0.31,$0.29,$0.33,26%,11/06/2023,N,$14.98,2.07%,17.98%,20.16%
SRTY,Sell to Open,10/20/2023,50,$50.00,$0.82,$0.75,$0.90,0%,,N,$39.78,2.07%,15.45%,25.69%
PD,Sell to Open,10/20/2023,50,$45.00,$0.52,$0.30,$0.75,49%,08/31/2023,Y,$25.76,2.04%,15.18%,74.69%
AYX,Sell to Open,10/20/2023,50,$35.00,$0.60,$0.55,$0.65,12%,10/31/2023,N,$29.52,2.03%,15.14%,18.56%
VFC,Sell to Open,10/13/2023,43,$21.50,$0.40,$0.35,$0.45,14%,10/26/2023,N,$19.76,2.02%,17.59%,8.81%
BEKE,Sell to Open,10/13/2023,43,$21.00,$0.34,$0.29,$0.40,33%,08/31/2023,Y,$17.20,2.01%,17.43%,22.09%
XPEV,Sell to Open,10/13/2023,43,$23.50,$0.35,$0.34,$0.37,2%,11/30/2023,N,$17.79,2%,17.34%,32.1%
BE,Sell to Open,10/20/2023,50,$18.00,$0.30,$0.25,$0.35,0%,11/02/2023,N,$14.99,2%,14.91%,20.08%
AGCO,Sell to Open,10/20/2023,50,$170.00,$2.57,$0.35,$4.80,10%,10/31/2023,N,$129.53,1.99%,14.81%,31.24%
CCL,Sell to Open,10/13/2023,43,$18.50,$0.31,$0.24,$0.39,7%,09/28/2023,Y,$15.82,1.99%,17.3%,16.94%
GNRC,Sell to Open,10/13/2023,43,$133.00,$2.35,$2.25,$2.45,0%,11/01/2023,N,$118.81,1.98%,17.19%,11.94%
UNG,Sell to Open,10/13/2023,43,$10.00,$0.13,$0.04,$0.24,2%,,N,$7.11,1.97%,17.11%,40.65%
BIIB,Sell to Open,10/13/2023,43,$295.00,$5.25,$0.90,$9.60,3%,10/25/2023,N,$267.36,1.96%,17.07%,10.34%
DOCN,Sell to Open,10/20/2023,50,$32.50,$0.52,$0.50,$0.55,9%,11/06/2023,N,$27.05,1.94%,14.46%,20.15%
TOST,Sell to Open,10/13/2023,43,$25.00,$0.42,$0.35,$0.50,6%,11/09/2023,N,$22.17,1.92%,16.66%,12.76%
AEO,Sell to Open,10/13/2023,43,$19.00,$0.32,$0.28,$0.36,27%,09/06/2023,Y,$16.96,1.89%,16.4%,12.03%
ERX,Sell to Open,10/13/2023,43,$70.50,$1.22,$1.15,$1.30,0%,,N,$64.73,1.89%,16.45%,8.91%
FUTU,Sell to Open,10/13/2023,43,$72.00,$1.12,$1.03,$1.21,8%,11/23/2023,N,$59.60,1.88%,16.33%,20.81%
SYNA,Sell to Open,10/20/2023,50,$105.00,$1.65,$0.70,$2.60,1%,11/02/2023,N,$87.54,1.88%,14.04%,19.95%
SCO,Sell to Open,10/20/2023,50,$23.00,$0.35,$0.30,$0.40,0%,,N,$18.65,1.88%,13.98%,23.32%
BEN,Sell to Open,10/20/2023,50,$27.50,$0.50,$0.45,$0.55,5%,10/31/2023,N,$26.74,1.87%,13.93%,2.84%
DLO,Sell to Open,10/20/2023,50,$24.00,$0.40,$0.35,$0.45,1%,11/14/2023,N,$21.44,1.87%,13.9%,11.94%
ASAN,Sell to Open,10/13/2023,43,$28.00,$0.40,$0.30,$0.50,26%,09/05/2023,Y,$21.49,1.86%,16.18%,30.29%
MRNA,Sell to Open,10/13/2023,43,$129.00,$2.08,$1.96,$2.21,10%,11/02/2023,N,$113.07,1.84%,16.03%,14.09%
MBLY,Sell to Open,10/20/2023,50,$40.00,$0.64,$0.60,$0.70,0%,10/26/2023,N,$35.51,1.83%,13.64%,12.64%
OSTK,Sell to Open,10/13/2023,43,$33.00,$0.47,$0.40,$0.55,10%,10/26/2023,N,$26.11,1.82%,15.81%,26.39%
ALGT,Sell to Open,10/20/2023,50,$105.00,$1.60,$0.75,$2.45,6%,11/01/2023,N,$88.84,1.8%,13.42%,18.19%
FFIV,Sell to Open,10/20/2023,50,$175.00,$2.95,$1.20,$4.70,0%,10/24/2023,N,$163.66,1.8%,13.43%,6.93%
OPEN,Sell to Open,10/13/2023,43,$6.00,$0.07,$0.05,$0.09,6%,11/02/2023,N,$3.90,1.79%,15.6%,53.85%
ALK,Sell to Open,10/20/2023,50,$45.00,$0.75,$0.70,$0.80,6%,10/19/2023,Y,$41.97,1.79%,13.31%,7.22%
FAZ,Sell to Open,10/13/2023,43,$21.50,$0.32,$0.25,$0.40,1%,,N,$18.17,1.79%,15.54%,18.33%
CNC,Sell to Open,10/13/2023,43,$66.00,$1.10,$0.45,$1.75,39%,10/24/2023,N,$61.65,1.78%,15.51%,7.06%
SPEU,Sell to Open,10/20/2023,50,$38.00,$0.67,$0.55,$0.80,2%,,N,$37.96,1.78%,13.25%,0.11%
CROX,Sell to Open,10/13/2023,43,$109.00,$1.72,$1.55,$1.90,0%,11/02/2023,N,$97.34,1.77%,15.4%,11.98%
TRUP,Sell to Open,10/20/2023,50,$40.00,$0.52,$0.45,$0.60,10%,11/02/2023,N,$29.73,1.77%,13.15%,34.54%
FAS,Sell to Open,10/13/2023,43,$72.50,$1.14,$1.05,$1.25,1%,,N,$65.82,1.75%,15.18%,10.15%
NET,Sell to Open,10/13/2023,43,$76.00,$1.14,$1.08,$1.20,0%,11/02/2023,N,$65.03,1.75%,15.23%,16.87%
CHWY,Sell to Open,10/13/2023,43,$27.00,$0.42,$0.39,$0.45,71%,,N,$23.98,1.75%,15.22%,12.59%
KVUE,Sell to Open,10/13/2023,43,$24.50,$0.40,$0.35,$0.45,18%,10/19/2023,N,$23.05,1.74%,15.08%,6.29%
IEP,Sell to Open,10/13/2023,43,$24.00,$0.35,$0.30,$0.40,24%,11/02/2023,N,$20.09,1.74%,15.14%,19.46%
NAIL,Sell to Open,10/20/2023,50,$95.00,$1.29,$1.15,$1.45,8%,,N,$74.89,1.74%,12.93%,26.85%
TXT,Sell to Open,10/20/2023,50,$80.00,$1.35,$1.30,$1.40,1%,10/26/2023,N,$77.71,1.74%,12.94%,2.95%
SVXY,Sell to Open,10/13/2023,43,$95.00,$1.55,$0.10,$3.00,8%,,N,$90.35,1.72%,14.91%,5.15%
TSLQ,Sell to Open,10/20/2023,50,$40.00,$0.55,$0.50,$0.60,19%,,N,$31.96,1.72%,12.82%,25.16%
RUN,Sell to Open,10/13/2023,43,$20.50,$0.26,$0.25,$0.28,0%,11/01/2023,N,$15.63,1.7%,14.73%,31.16%
IWN,Sell to Open,10/20/2023,50,$152.00,$2.44,$0.10,$4.80,0%,,N,$144.02,1.7%,12.67%,5.54%
ENTG,Sell to Open,10/20/2023,50,$115.00,$1.72,$1.10,$2.35,0%,10/31/2023,N,$101.27,1.7%,12.69%,13.56%
ZROZ,Sell to Open,10/20/2023,50,$86.00,$1.40,$1.15,$1.65,55%,,N,$83.02,1.69%,12.56%,3.59%
LRCX,Sell to Open,10/13/2023,43,$755.00,$11.90,$11.50,$12.30,0%,10/18/2023,N,$702.40,1.69%,14.72%,7.49%
ACLS,Sell to Open,10/20/2023,50,$230.00,$3.22,$2.45,$4.00,5%,11/01/2023,N,$192.15,1.68%,12.5%,19.7%
CRWD,Sell to Open,10/13/2023,43,$180.00,$2.73,$2.61,$2.85,40%,,N,$163.03,1.67%,14.55%,10.41%
ESTC,Sell to Open,10/20/2023,50,$75.00,$1.02,$0.95,$1.10,45%,08/31/2023,Y,$61.88,1.66%,12.34%,21.2%
PLAY,Sell to Open,10/20/2023,50,$45.00,$0.64,$0.60,$0.70,35%,09/06/2023,Y,$39.27,1.66%,12.33%,14.59%
NOV,Sell to Open,10/20/2023,50,$23.00,$0.35,$0.30,$0.40,0%,10/26/2023,N,$21.13,1.66%,12.34%,8.85%
TPX,Sell to Open,10/20/2023,50,$50.00,$0.77,$0.70,$0.85,0%,11/09/2023,N,$46.72,1.66%,12.36%,7.02%
ADBE,Sell to Open,10/13/2023,43,$615.00,$9.27,$8.80,$9.75,46%,09/14/2023,Y,$559.34,1.66%,14.41%,9.95%
WCLD,Sell to Open,10/20/2023,50,$34.00,$0.52,$0.45,$0.60,19%,,N,$31.91,1.65%,12.26%,6.55%
CRSP,Sell to Open,10/13/2023,43,$61.00,$0.82,$0.45,$1.20,0%,10/31/2023,N,$50.01,1.65%,14.34%,21.98%
VRNS,Sell to Open,10/20/2023,50,$35.00,$0.52,$0.45,$0.60,2%,10/30/2023,N,$31.93,1.64%,12.25%,9.61%
SQQQ,Sell to Open,10/13/2023,43,$23.00,$0.29,$0.26,$0.32,4%,,N,$17.71,1.64%,14.23%,29.87%
QQQE,Sell to Open,10/20/2023,50,$82.00,$1.27,$0.55,$2.00,5%,,N,$78.21,1.63%,12.14%,4.85%
NVDS,Sell to Open,10/20/2023,50,$42.00,$0.55,$0.45,$0.65,1%,,N,$33.86,1.62%,12.1%,24.04%
APP,Sell to Open,10/20/2023,50,$50.00,$0.70,$0.65,$0.75,0%,11/08/2023,N,$43.22,1.62%,12.06%,15.69%
TDOC,Sell to Open,10/13/2023,43,$26.00,$0.36,$0.33,$0.40,0%,10/25/2023,N,$22.64,1.61%,14.01%,14.84%
YOU,Sell to Open,10/20/2023,50,$25.00,$0.35,$0.30,$0.40,0%,11/02/2023,N,$21.74,1.61%,11.99%,15%
ABNB,Sell to Open,10/13/2023,43,$144.00,$2.11,$1.96,$2.26,0%,11/07/2023,N,$131.55,1.6%,13.94%,9.46%
TSEM,Sell to Open,10/20/2023,50,$33.00,$0.47,$0.45,$0.50,11%,11/13/2023,N,$29.70,1.6%,11.91%,11.11%
SLG,Sell to Open,10/20/2023,50,$47.50,$0.62,$0.55,$0.70,13%,10/18/2023,Y,$39.26,1.59%,11.86%,20.99%
BLOK,Sell to Open,10/20/2023,50,$24.00,$0.35,$0.30,$0.40,1%,,N,$21.98,1.59%,11.86%,9.19%
KIE,Sell to Open,10/20/2023,50,$43.00,$0.67,$0.60,$0.75,10%,,N,$42.54,1.59%,11.82%,1.08%
QLYS,Sell to Open,10/20/2023,50,$175.00,$2.42,$0.35,$4.50,0%,11/02/2023,N,$155.65,1.56%,11.61%,12.43%
SQM,Sell to Open,10/20/2023,50,$70.00,$0.97,$0.90,$1.05,2%,11/15/2023,N,$62.59,1.56%,11.6%,11.84%
GDDY,Sell to Open,10/13/2023,43,$75.00,$1.12,$0.80,$1.45,15%,11/02/2023,N,$72.51,1.55%,13.48%,3.43%
ASHR,Sell to Open,10/13/2023,43,$27.50,$0.41,$0.35,$0.47,76%,,N,$26.41,1.55%,13.49%,4.13%
SM,Sell to Open,10/20/2023,50,$47.50,$0.64,$0.60,$0.70,0%,11/02/2023,N,$42.31,1.54%,11.44%,12.27%
ERY,Sell to Open,10/20/2023,50,$31.00,$0.40,$0.35,$0.45,0%,,N,$25.90,1.54%,11.5%,19.69%
ALLY,Sell to Open,10/13/2023,43,$30.00,$0.42,$0.35,$0.50,0%,10/19/2023,N,$27.69,1.53%,13.34%,8.34%
VEA,Sell to Open,10/20/2023,50,$46.00,$0.70,$0.60,$0.80,21%,,N,$45.75,1.53%,11.4%,0.55%
BROS,Sell to Open,10/13/2023,43,$33.00,$0.45,$0.35,$0.55,0%,11/08/2023,N,$29.61,1.52%,13.21%,11.45%
CSIQ,Sell to Open,10/13/2023,43,$32.00,$0.42,$0.35,$0.50,0%,11/21/2023,N,$28.01,1.52%,13.19%,14.24%
BKR,Sell to Open,10/20/2023,50,$39.00,$0.55,$0.50,$0.60,0%,10/18/2023,Y,$36.19,1.52%,11.32%,7.76%
LABU,Sell to Open,10/13/2023,43,$6.50,$0.07,$0.06,$0.09,0%,,N,$4.93,1.52%,13.22%,31.85%
BOX,Sell to Open,10/20/2023,50,$34.00,$0.40,$0.30,$0.50,1%,11/29/2023,N,$26.48,1.51%,11.25%,28.4%
FCG,Sell to Open,10/20/2023,50,$28.00,$0.40,$0.35,$0.45,0%,,N,$26.52,1.51%,11.24%,5.58%
SIL,Sell to Open,10/20/2023,50,$29.00,$0.40,$0.35,$0.45,2%,,N,$26.50,1.51%,11.24%,9.43%
OMC,Sell to Open,10/20/2023,50,$87.50,$1.22,$0.55,$1.90,8%,10/17/2023,Y,$81.01,1.51%,11.26%,8.01%
SOYB,Sell to Open,10/20/2023,50,$30.00,$0.42,$0.35,$0.50,77%,,N,$28.41,1.5%,11.14%,5.6%
RL,Sell to Open,10/20/2023,50,$130.00,$1.75,$0.55,$2.95,0%,11/09/2023,N,$116.63,1.5%,11.18%,11.46%
HRL,Sell to Open,10/13/2023,43,$42.00,$0.57,$0.05,$1.10,49%,08/31/2023,Y,$38.59,1.49%,12.95%,8.84%
EDC,Sell to Open,10/20/2023,50,$33.00,$0.42,$0.30,$0.55,13%,,N,$28.59,1.49%,11.07%,15.42%
SDOW,Sell to Open,10/13/2023,43,$26.50,$0.35,$0.30,$0.40,3%,,N,$23.47,1.49%,12.96%,12.91%
